DPS,EBIT,FCF,NetDebt_to_Sales,DPS_E,EBIT_E,DPS_Derection
850,211.31,-526.95,110.52,,,1
,211.92,225.53,49.66,50,182.62,1
50,211.94,-357.87,20.11,,,1
230,212.36,-92.47,6.26,,,1
120,212.41,-8.95,19.74,95,326,1
700,212.54,1.74,11.33,500,294.5,1
350,212.95,46.1,4.22,200,135,1
325,215.84,199.54,37.76,265,345,1
250,215.94,-634.06,14.08,,,1
2500,217.11,162.97,7.99,,,1
,217.16,-114.86,26.21,,1711.42,1
275,217.18,52.51,46.53,,,1
150,217.22,-450.83,1.46,150,639.4,1
100,218.36,-395.19,46.01,,,1
125,218.54,-443.36,66.43,,,1
50,218.69,206.53,133.26,50,189.3,1
1250,218.86,-1108.1,9.79,1250,428.7,1
150,219.55,219.3,28.73,,,1
,219.58,115.17,7.17,,,1
150,219.59,-229.56,29.88,500,271.12,1
200,220.42,-1056.56,208.69,130,245.65,1
750,220.78,-346.57,21.71,250,263.3,1
600,221.09,-886.5,26.91,585,460.67,1
500,221.18,-3.83,69.21,,,1
,223.52,34.63,24.46,,,1
200,223.7,-284.95,2.43,460,428.83,1
140,224.05,-65.04,14.15,,,1
350,224.46,606.85,28.29,,,1
1250,225.6,-595.62,4.03,1250,247,1
50,225.69,427.75,86.74,,,1
1250,226.17,46.43,9.44,,,1
250,226.67,26.02,19.78,,,1
400,228.22,47.2,42.1,,257.63,1
5,228.26,-221.24,27.65,,,1
150,229.33,-246.2,18.65,,,1
60,229.44,-437.9,,34,278,1
150,230.06,-125.52,41.04,,,1
1400,230.5,51.43,18.51,,,1
500,231.18,-654.4,54.69,,,1
20,231.77,-248.12,2.69,58,161.78,1
25,232.61,54.35,0.07,,,1
,233.7,-626.78,16.91,30,277.17,1
1100,233.94,240.76,80.78,,,1
,234.17,427.27,54.56,,,1
140,234.49,-80.59,13.38,,,1
70,235.12,-229.2,43.37,,164.5,1
80,235.99,-682.16,32.24,,,1
1000,237.76,129.18,42.05,675,302,1
150,237.82,100.26,33.52,,,1
700,239.16,127.19,,,,1
,239.21,-1077.45,122.11,,430,1
280,240.11,-170.3,4.6,290,382,1
,240.93,-782.16,41.35,,,1
100,241.95,-344.26,53.28,,,1
100,242.23,168.62,13.48,100,394.27,1
300,242.24,158.47,,300,377.75,1
250,242.84,-135.18,13.68,,,1
500,243.11,-1460.68,43.04,514,620.5,1
200,244.35,-212.85,10.3,153,301.01,1
450,245.23,-110.92,35.94,450,443,1
250,245.38,-446.99,53.73,,,1
50,246.05,-490.05,44.55,70,24,1
60,248.11,-118.84,66.84,,,1
400,250.13,50.2,21.93,,,1
1000,251.23,29.05,1.49,1000,253,1
200,251.55,-202.17,79.37,160,397.06,1
,252.02,-404.77,70.97,,328.17,1
1500,252.14,-2820.19,36.6,,,1
120,252.87,-457.89,7.6,108,256.4,1
260,252.94,-212.22,3.77,324,383.5,1
500,253.61,274.06,28.31,376,395.5,1
600,254.39,-221.9,31.35,600,391.45,1
600,256.4,239.42,,,,1
1800,257.56,-14.65,23.97,,,1
,258.21,-115.45,38.13,,,1
500,258.43,51.32,32.23,,,1
1000,258.75,-20.06,5.47,,276.4,1
600,258.93,-1436.6,44.9,700,419.77,1
500,259.46,-971.14,14.8,1200,402.24,1
180,259.55,-338.1,17.51,180,301,1
250,262.77,27.12,15.95,,,1
110,263.56,29.98,37.61,35,360,1
,263.92,-311.07,43.33,,635.3,1
,264.42,557.87,129.68,,,1
250,266.69,-67,70.58,,,1
,268.15,-602.6,37.17,,,1
,268.74,383.27,30.14,,,1
280,269.1,-800.88,105.48,315,278,1
150,270.67,-190.94,82.9,,,1
400,272.31,-22.84,33.43,400,320,1
150,273.42,-742.74,29.75,119,410.46,1
130,276.22,-127.9,0.13,,,1
150,278.35,-371.21,19.43,,355,1
800,279.01,-603.36,80.16,,,1
,280.4,-600.81,4.43,,,1
,280.71,-506.2,45.38,,,1
1200,281.82,-14.36,22.2,,,1
240,282,-391.56,20.56,200,334.5,1
140,283.71,-199.06,15.87,,,1
300,284.18,120.08,1.28,300,330,1
200,284.41,249.96,15.99,,,1
,285.55,-434.88,59.05,,557,1
150,285.99,62,6.11,,,1
100,286.04,-176.15,14.22,,441,1
60,287.07,-935.27,29.11,,,1
500,288.09,104.2,12.08,500,1027.69,1
110,289.42,-26.16,21.03,203,380.94,1
50,290.21,449.06,3.31,,420.09,1
150,291.04,-111.36,9.2,,,1
300,291.63,-560.47,59.72,296,356.17,1
75,292.49,-33.51,52.69,78,578.25,1
170,293.96,-531.17,16.5,210,362,1
500,293.97,-385.87,8.73,575,483.45,1
675,294.81,176.53,36.23,,,1
150,295.8,-484.3,28.5,,315,1
300,296.51,14.63,,250,321,1
2000,298.5,318.13,218.17,,,1
2000,299.18,-210.53,21.32,,,1
2250,300.62,-299.47,74.45,2150,322.31,1
90,304.52,70.85,24.47,85,341.2,1
500,304.82,51.5,12.11,775,375,1
1200,305.38,-734.96,202.89,1074,4010.83,1
230,306.85,-336.78,4.4,210,,1
700,307.3,-109.92,26.06,,,1
70,309.16,47.76,,40,192,1
500,311.26,-359.09,31.12,567,556,1
,313.37,-987.4,59.96,,,1
210,316.55,-117.47,2.78,253,753.04,1
2000,316.99,159.6,32.53,,,1
750,320.97,14.02,0.01,750,421.62,1
60,321.69,165.62,48.69,60,626.45,1
50,322.25,-684.99,75.79,80,614.9,1
400,322.37,-151.67,55.3,,,1
465,322.6,-238,0.24,,,1
450,323.32,50.36,29.75,484,387.2,1
120,325.11,248.58,39.61,100,348,1
170,326.22,373.51,274.18,,,1
500,331.69,65.93,6.21,250,477,1
2500,333.98,67.96,0.25,,,1
850,334.02,197.42,39.24,,,1
300,335.97,112.93,16.82,,,1
315,336.02,50.43,32.51,995,652.63,1
1000,336.4,-1315.38,59.95,,,1
500,336.51,-6,,500,425.36,1
1100,337.64,523.32,28.04,1200,699.33,1
,338.28,-223.99,72.27,,504.44,1
250,338.34,-105.27,83.06,250,403,1
200,338.88,-33.49,36.99,,,1
50,339.12,-147.2,25.46,,,1
600,339.42,-288.64,56.12,500,384.92,1
2500,340.24,-146.66,20.18,,,1
25,340.4,-855.17,8.66,60,447.41,1
750,343.19,-92.16,,770,460.93,1
1500,343.76,22.89,21.25,2750,414,1
,344.52,-1227.64,35.76,,479.77,1
80,345.92,-90.76,26.93,60,462.5,1
175,346.29,69.58,23.13,,,1
50,348.34,-791.72,67.36,,504.03,1
100,350.42,-256.06,16.5,,,1
600,350.7,-3634.92,24.56,,,1
260,351.07,-175.86,16.1,300,413,1
200,351.14,-289.33,0.32,267,477.67,1
200,353.27,342.38,18.07,83,380.8,1
,354.51,-25.04,0.35,,425,1
30,354.59,279.96,49.05,,,1
1200,355.98,107.43,14.56,1200,437.76,1
,356.91,-816.5,54.51,,,1
80,357.37,-50.76,9.66,80,464.5,1
,357.9,-17.08,292.12,,,1
170,359.36,-147.07,39.42,,,1
170,359.61,-92.41,35.23,,,1
850,361.54,-375.19,42.98,,,1
450,362.01,17.07,0.68,,,1
500,363.8,-70.33,67.08,,,1
800,368.83,49.01,0.43,710,553.58,1
410,369.42,-586.29,20.59,914,623.16,1
1000,369.71,-2896.38,5.95,1017,2464.41,1
150,371.45,-370.38,18.3,163,228.28,1
300,371.82,-851.53,48.64,293,347.67,1
250,372.78,-18.67,4.13,233,551,1
90,373.29,295.81,67.84,,,1
110,379.07,400.81,41.87,110,190,1
350,380.19,204.09,31.13,,,1
80,384.5,110.24,60.47,,,1
450,386.29,-419.16,29.36,475,712.27,1
600,389.57,-147.42,40.1,652,628.24,1
1250,389.62,66.45,104.43,500,472,1
30,389.78,82.92,26.41,,678,1
900,392.81,613.81,3.69,,,1
2000,392.98,424.63,157.76,,,1
1000,394.35,33.45,37.04,556,405.3,1
1000,395.93,80.88,4.44,1028,573,1
6000,397.13,-229.69,,7811,624.1,1
750,399.12,-253.32,,,463.5,1
750,399.64,-754.97,17.68,,,1
25,401.77,301.61,4.45,,340,1
,402.57,-810.91,109.15,,505.14,1
35,403,-671.34,34.57,35,721.5,1
1100,403.59,250.13,2.34,1236,537.05,1
600,405.16,-10.34,1.96,,,1
250,408.02,-688.87,16.41,250,541.33,1
125,409.8,-59.05,87.62,,,1
1900,411.67,127.22,9.5,1500,,1
450,412.33,-130.47,101.57,405,706.3,1
2000,412.57,244.87,19.44,,,1
200,412.62,-135.13,,,651.5,1
1000,413.56,-334.36,18.47,1000,422.15,1
,414.42,-1190.12,46.48,,,1
120,414.71,-160.68,21.26,,522,1
750,414.87,189.45,0.01,750,490.92,1
,416.11,-138.82,4,,,1
750,417.05,-66.93,131.22,,,1
250,420.1,116.07,20.91,,,1
200,420.26,47.77,4.03,150,460,1
1500,421.1,139.36,17.24,1500,752,1
80,421.54,-269.14,0.39,80,509,1
,422.13,-1705.72,127.85,2208,,1
600,427.05,-625.49,21.02,833,507.09,1
750,427.32,-49.67,54.48,600,505.95,1
240,428.47,229.32,3.44,250,504.75,1
700,428.84,36.23,0.24,,,1
240,430.45,57.27,3.48,276,467,1
150,430.55,-144.09,44.62,,,1
300,430.56,-30.71,9.85,,,1
750,431.98,-290.86,20.72,808,715.61,1
1250,432.97,438.77,,1350,437.35,1
500,432.98,1027.64,32.43,,,1
1500,433.45,109.54,3.2,1750,548.85,1
300,434.77,-43.96,21.6,,,1
400,436.02,-2671.68,12.38,413,1177.83,1
2000,436.31,-523.1,29.1,,,1
325,436.8,300.19,0.4,,886,1
,437.27,-898.31,82.16,,,1
100,439.37,309.53,28.51,,610,1
100,441.24,-463.31,43.54,,,1
,441.31,-1217.48,37.88,,,1
,443.62,-181.29,47.53,116,546.83,1
110,444.92,-912.74,54.59,81,493.33,1
600,446.87,150.12,35.29,600,625.84,1
300,448.25,68.88,12.61,300,597.33,1
230,450.75,728.69,364.86,170,463,1
150,452.79,-107.13,22.84,,,1
350,453.6,-949.4,36.88,,,1
600,453.66,-254.37,0.03,678,618.29,1
1050,453.86,-200.31,12.78,1225,648.34,1
600,454.21,412.73,1.78,,,1
670,456.03,432.39,,670,485,1
,459.34,127.2,36.6,,,1
53,462.87,-102.9,0.08,106,567,1
650,463.44,174.1,13.19,,,1
100,465.91,120.66,8.82,80,570,1
250,466.86,-231.03,72.37,300,587.42,1
60,467.37,332.84,,57,556.33,1
50,468.5,-814.09,11.79,,962.1,1
,468.92,-981.27,103.08,,,1
2000,472.85,379.56,16.71,,,1
400,474.04,-442.61,69.88,400,544,1
750,474.35,-453.36,8.96,,634,1
450,480.31,493.11,19.11,,,1
290,481.33,-183.99,0.14,80,580,1
,481.43,465.08,46.49,,325,1
1000,485.74,199.07,42.38,,691,1
,486.79,-367.54,49.11,,,1
670,488.42,427.47,,600,571,1
500,489.76,436.9,74.56,484,1053.69,1
800,490.02,-153.36,53.82,713,782,1
250,494.86,460.03,0.73,325,668.31,1
150,495.67,344.71,28.54,,,1
500,497.13,-561.58,58.21,1153,3413.55,1
3000,500.69,505.54,,,,1
2000,503.91,617.23,150.73,,,1
600,505.01,-33.68,7.29,600,560,1
1000,506.1,201.24,62.29,1000,655,1
80,508.66,-23.17,10.53,100,541,1
200,512.46,-3337.75,133.32,,,1
240,516.55,152.1,7.49,200,,1
,517.1,-87.46,7.42,150,473.04,1
300,517.3,543.7,38.17,,,1
200,518.26,-42.75,29.06,,,1
350,520.22,239.27,5.79,250,578.5,1
300,525.86,-111.92,0.07,300,716.17,1
2000,526.89,-71.43,34.84,,,1
1000,528.23,-369.47,60.87,,,1
500,528.24,-359.18,12.42,270,1128.47,1
2500,529.68,349.19,18.6,,,1
1100,530.66,-287.93,47.21,1100,725.98,1
,534.27,177.59,37.86,105,666.8,1
2500,534.37,506.65,91.77,,,1
1550,535.41,1367.09,6.89,,,1
550,536.42,112.97,,472,695.36,1
15,537.08,-160.11,43.88,46,837.71,1
125,537.97,387.94,64.93,,,1
1000,538.63,-159.03,65.6,763,635.42,1
600,541.46,335.4,,,,1
1250,543.96,-87.27,15.11,,,1
140,544.66,76.15,42.43,140,1081.25,1
2500,550.83,-107.96,6.13,2667,700.93,1
180,555.24,163.91,1.33,,564,1
2000,556.82,290.37,30.19,2000,480,1
110,556.88,-704.87,60.36,,660,1
340,558.39,2.26,0.56,343,591.38,1
1250,559.82,-1500.62,87.15,,,1
200,560.13,190.82,4.87,175,953.67,1
330,562.81,396.16,7.11,250,631.88,1
,564.83,-803.65,19.42,,1229.67,1
80,572.1,-386.51,,203,648.93,1
900,574.86,-1145.4,27.22,825,974.85,1
280,575.67,-45.17,2.15,,,1
40,577.08,-586.55,40.57,10,1240,1
400,577.58,208.01,58.53,440,592.56,1
,579.14,-154.62,21.5,,,1
350,580.89,-2048.39,325.1,230,692,1
200,582.59,946.57,47.95,315,1467.57,1
350,584.59,1244.34,5.85,550,906.17,1
35,585.41,-926.25,27.74,38,848.17,1
500,588.54,-24.5,30.12,338,680,1
2500,589.17,-363.23,18.53,2000,770,1
890,589.52,-743.47,10.75,700,516,1
150,592.92,148.69,32.4,160,950,1
,595.22,-496.46,4.81,,,1
1800,595.38,-440.21,10.98,,,1
4,598.03,297.58,0.07,52,623,1
1200,599.17,486.88,5.32,,,1
250,599.65,-1499.31,40.74,300,934.5,1
250,600.95,81.16,,116,629.53,1
450,604.85,1132.62,0.42,462,544.5,1
830,605.33,-358.88,21.82,1043,828.22,1
,609.28,-6223.33,92.14,4603,1940.63,1
260,611.51,-305.75,2.37,261,818.65,1
900,612.5,-80.09,14.97,642,661.35,1
1800,616.13,-106.29,,2025,799.1,1
1300,617.91,182.16,15.83,,,1
1500,618.4,-253.73,5.52,1201,688.6,1
260,632.78,-232.11,19.6,194,799.07,1
500,636.9,-497.66,0.58,556,804.8,1
1000,643.59,-498.28,60.98,1000,79,1
40,653.16,356.37,13.88,,796.26,1
1000,653.63,-830.37,32.27,900,770.67,1
200,655.72,401.58,2.32,237,663.93,1
,659.79,-3795.1,117.49,,1003.56,1
,666.01,508.61,73.38,,,1
200,666.88,16.73,27.82,180,926,1
325,667.45,-1847.47,58.63,,,1
1100,670.9,-1055.12,51.18,,,1
350,670.99,108.16,16.31,400,930,1
500,674.74,-595.23,81.99,600,834.97,1
90,675.26,313.02,38.26,,,1
1500,686.15,-699.47,14.58,,,1
75,692.44,191.77,26.78,,,1
1000,696.95,261.75,46.32,1000,907.54,1
400,698.35,329.48,10.56,,,1
1500,699.04,-1111.83,18.78,1100,767.71,1
500,707.32,-591.8,63.21,,,1
,707.95,-4330.01,178.94,,816,1
600,711.17,173.21,21.26,,,1
2000,711.57,-173.74,0.96,1900,813.5,1
450,711.73,199.38,85.75,469,939.4,1
600,712.38,-125.57,17.03,841,1083.27,1
350,718.91,735.56,118.5,1660,1782.22,1
350,724.65,-276.92,33.96,,,1
,725.98,-3306.17,55.5,,,1
350,726.56,598.74,52.72,,,1
110,728.49,376.17,9.56,130,864,1
127,729.49,3053.37,27.08,157,1764.32,1
4000,735.43,-344.51,4.67,4050,1010.31,1
300,735.98,-2206.53,31.49,,,1
350,738.46,-127.55,1.32,425,865,1
450,743.17,-23.68,62.92,510,860.8,1
350,743.5,3.65,14.27,,,1
3000,745.15,183.13,0.41,,,1
195,745.64,-106.42,58.34,,,1
900,745.76,252.2,10.94,848,793.75,1
500,751.88,-140.92,37.46,,,1
33000,753.84,-1527.29,59.51,11100,1172.62,1
900,757.4,7.53,10.93,852,841.27,1
1500,758.02,-306.99,32.21,1500,835,1
25,758.71,308.77,121.51,,,1
1000,759.99,-152.59,49.75,,,1
2500,770.66,379.55,9.62,3000,957.6,1
1500,772.26,1097.88,92.02,,,1
500,787.99,-337.46,38.22,,,1
700,798.24,-66.15,32.04,585,689.6,1
1100,800.55,-224.34,46.36,1400,1006,1
1500,802.3,45.67,12.89,,,1
350,810.2,983.8,171.99,664,1518.1,1
1250,810.41,22.01,5.75,1000,502,1
1000,815.64,-117.56,36.2,,,1
1000,821.48,613.2,54.34,880,1047.2,1
500,821.64,-3141.37,51.96,,1192.26,1
1250,825.53,-1179.22,39.7,,,1
500,835.74,-2048.94,62.13,486,855.41,1
2300,836.23,-539.01,57.86,,,1
100,836.77,676.36,23.83,,,1
,837.8,199.38,21.64,,,1
400,842.55,-1132.03,7.6,371,811.35,1
500,843.48,-660.52,33.79,138,1174.25,1
1100,844.92,-811.09,26.65,933,1059.53,1
1750,846.22,-27.44,,,,1
1200,847.58,167.15,35.01,,1096,1
500,848.89,241.31,33.13,485,1016.3,1
27000,849.52,-967.71,60.25,28360,959.56,1
45,854.44,-159.62,29.66,54,1115.11,1
600,854.71,-581.84,22.4,600,988.5,1
350,862.43,-1131.77,61.93,358,988.4,1
400,862.44,-396.65,56.82,,,1
800,867.23,-661.95,26.76,1375,1634.11,1
2000,868.53,716.21,29.11,2000,610,1
700,869.22,367.89,79.44,616,1065.99,1
3000,872.1,-832.77,16.52,2745,952.45,1
500,875.33,161.25,37.86,500,1382.5,1
940,876.16,-2259.45,14.01,972,1329.8,1
1000,882.29,2320.3,20.4,439,1987.57,1
550,882.4,53.69,26.34,,,1
600,887.29,400.4,40.24,600,1047.4,1
250,888.73,813.85,16.67,364,978.5,1
1250,888.85,-1090.52,27.7,1500,1249.92,1
,894.54,-1379.14,133.66,,1255.5,1
2250,895.28,1875.85,32.57,,,1
2000,896.45,-71.41,65.1,,,1
400,898.55,-3644.63,32.52,404,1365.77,1
250,902.9,-4470.87,9.43,979,1732.85,1
250,909.03,403.25,9.44,,,1
120,912.45,-169.96,21.95,,,1
650,914.56,-155.37,,750,1280,1
500,916.68,-564.42,252.19,,,1
,917.42,-7576.6,93.18,,1869.25,1
,921.33,129.26,20.39,,,1
230,928.63,33.31,11.23,307,1100.17,1
500,929.36,-96.13,0.01,150,1357.48,1
4900,929.99,-2225.16,44.78,3665,1516.47,1
500,931.64,-755.2,12.27,445,1447.67,1
550,932.6,-674.7,16.92,,,1
1200,935.86,-324.38,37.26,1020,1255.6,1
1000,937.03,1380.57,62.7,1042,1567.68,1
900,938.75,314.74,12.05,1150,1465,1
200,939.96,302.3,2.69,,,1
25,947.54,-837.82,33.71,28,1319.5,1
250,949.02,-718.23,20.95,,,1
1750,949.57,-256.66,4.55,1500,1055,1
150,950.81,-779.49,17.26,,,1
100,954.17,-645.79,30.43,,,1
1200,959.73,205.94,54.73,920,995.6,1
300,961.05,187.91,12.35,,,1
2000,961.7,794.42,12.06,2200,1171.89,1
4000,963.84,-970.75,3.09,4067,1256.33,1
4000,968.92,-868.31,4.72,4015,1318.51,1
1500,969.67,-899.54,24.99,,,1
,970.67,-2556.44,49.89,,,1
1200,972.01,90.52,30.13,914,1282.63,1
500,973.23,2480.13,29.94,,1929,1
2000,977.93,-677.96,14.89,1978,997.55,1
300,982.85,-2926.08,14.33,495,1370.26,1
300,985.27,76.01,20.13,,,1
200,987.55,-19382.92,44.68,263,1908.42,1
300,992.56,-1681.43,36.25,,,1
950,994.4,847.29,,1186,1215.17,1
600,997.05,-1158,21.06,,,1
4000,1011.62,-35.27,6.55,4316,1179.19,1
3000,1014.05,-813.76,18.13,3143,1115,1
75,1021.24,221.12,78.98,73,1246.91,1
1250,1038.68,-747.04,27.15,,,1
500,1038.78,-1848.13,76.47,486,1010.44,1
150,1056.45,10.7,26.11,510,859.5,1
500,1056.78,-17.07,26.59,,,1
200,1057.14,-753.02,31.43,120,1147,1
250,1057.81,-4502.75,42.07,,,1
1500,1067.25,-389.28,37.32,1500,1396.5,1
600,1075.01,185.53,33.35,807,1647.73,1
2700,1076.66,-632.08,62.42,2586,1399.08,1
3000,1086.88,104.02,7.49,,1149,1
100,1088.7,-514.62,30.98,143,1104.17,1
250,1092.2,-232.82,44.75,526,1315.76,1
120,1093.72,-34379.64,40.1,120,2765.63,1
1000,1098.57,-2042.07,19.78,1644,1283.9,1
400,1098.66,-1251.12,31.28,270,1420.44,1
1500,1099.68,-683.92,13.99,1672,2940.77,1
400,1110.7,-934.54,33.54,422,1432.68,1
1500,1111.54,182.58,58.48,1225,1356.38,1
260,1114.78,52.85,16.8,258,1100.61,1
1800,1115.07,919.64,9.7,1649,1340.25,1
60,1119.79,-3743.13,65.29,45,2072.25,1
160,1120.5,1532.64,7.63,302,1185.57,1
400,1122.77,-1115.57,11.79,525,1573.24,1
1900,1123.19,-323.56,22.65,1736,1370.75,1
45,1135.67,-151.5,36.36,95,1436.5,1
75,1157.96,-2046.39,80.39,26,1591.65,1
4000,1158.71,169.72,9.18,3667,1318.4,1
3500,1163.07,264.94,19.37,3257,1190.86,1
1620,1170.68,-839.69,,1160,1234.81,1
2500,1175.12,-88.95,31.11,,,1
350,1179.74,898.81,86.99,,,1
1500,1181.86,-120.95,,1323,1259.91,1
2820,1197.96,-275.16,146.03,3560,1954,1
300,1199.02,-7214.53,61.5,300,1575,1
550,1201.62,-414.79,26.9,567,1373.1,1
1500,1218.52,139.94,10.63,1821,1493.88,1
,1219.75,-19216.56,157.32,234,1270.56,1
600,1224.19,17.62,0.17,500,1407.83,1
130,1225.98,662.14,26.4,150,1453,1
1200,1227.23,189.15,,1267,1549.96,1
8000,1227.71,-6839.49,26.73,8625,2316.81,1
250,1251.96,-486.9,47.6,100,1476.37,1
350,1255.52,-505.93,23.48,238,1304.25,1
,1267.72,49.95,0.69,15,1471.8,1
150,1268.36,-942.42,31.27,,,1
130,1269.27,339.93,18.87,,,1
300,1272.18,289.52,0.96,40,1593.1,1
700,1283.95,-663.25,25.8,638,1321.47,1
500,1290.79,136.23,0.36,600,1576.04,1
150,1296.78,591.54,26.45,93,1712.5,1
1500,1298.81,-562.85,,1340,1934.35,1
,1299.87,-1061.52,0.49,24,1783.51,1
,1302.52,626.57,38.28,,1560,1
2000,1303.44,-219.69,12.28,2089,1476.44,1
1100,1308.97,-605.54,,1537,1747.39,1
750,1313.37,-7300.36,45.11,,,1
350,1326.17,77.41,9.85,367,1348,1
500,1328.39,137.73,4.1,582,1749.06,1
170,1330.37,-1179.75,29.76,,,1
5500,1332.1,317.94,92.28,9000,2828,1
5200,1334.09,340.97,7.61,4429,1571.88,1
,1341.04,3326.34,311.7,,,1
500,1343.99,-3549.17,40.51,,,1
1250,1346.46,-767.37,,1329,1816.13,1
250,1346.82,-1050.37,28.2,250,1423.5,1
300,1347.84,-55.22,13.88,250,1718.83,1
600,1358.36,-1276.46,1.36,630,1915,1
170,1360.66,-808.65,31.29,,,1
,1365.74,-3245.46,80.61,5833,2926.5,1
150,1372.34,-1757.67,25.66,,,1
2000,1398.96,1062.61,90.23,2167,1748.33,1
250,1411.76,-2486.2,93.99,250,1160,1
600,1433.1,1295.62,10.08,438,1660.82,1
375,1442.69,-363.01,33.51,,,1
250,1446.2,-4394.17,56.74,250,1352,1
1100,1447.74,484.81,,1132,1706.31,1
1800,1454.04,-1649.26,33.57,1805,1752.33,1
,1459.38,-243.15,241.51,,1479.83,1
10000,1463.28,-1889.58,62.88,9041,1552.87,1
350,1475.17,713.1,36.55,240,1689.77,1
1250,1495.1,1259.49,10.68,,,1
2000,1506.53,-8327.07,31.66,1985,2976.16,1
1150,1527.43,629.64,11.62,1263,2156.2,1
230,1537.76,810.78,30.13,220,1795,1
350,1546.08,1314.3,71.79,372,1726.39,1
450,1550.5,1155.44,12.7,423,1731.24,1
2000,1553.58,2548.82,59.11,425,3263.65,1
1000,1562.49,663,57.62,1100,2474,1
760,1565.36,-221.05,0.4,423,1917.27,1
,1583.26,-2632.87,57.56,2500,1950.43,1
1750,1601.19,1999.56,4.54,,,1
430,1601.8,426.82,19.35,324,1944.3,1
200,1607.88,-114.25,8.65,221,1877.46,1
780,1612.96,-126.46,9.23,681,1953.08,1
250,1614.79,-152.61,26.67,770,2260.47,1
200,1615.43,709.93,14.57,285,1730.48,1
500,1625.27,-1397.7,12.71,383,2713.45,1
1500,1641.72,-476.91,29.26,1500,1460.2,1
148,1653.8,2111.45,40.32,162,2614.37,1
250,1656.59,-1336.28,14.32,281,2212,1
900,1669.3,-2775.06,50.84,1142,2283.86,1
400,1669.85,-1641.27,39,350,1850.86,1
1250,1671.55,-1628.48,66.89,1175,2536.75,1
1750,1686.01,978.54,17.08,,,1
500,1688.16,-2015.79,34.55,859,2367.59,1
350,1708.76,517,8.95,325,2340.75,1
300,1719.74,-854.57,13.69,350,1577.05,1
900,1729.48,-193.53,53.25,1033,2476.33,1
250,1740.74,941.73,12.77,286,2267.15,1
500,1745.4,1638.14,16.47,471,1757.96,1
1100,1748.55,-11953.86,52.86,1200,2065,1
1000,1757.32,955.71,73.33,788,2427.89,1
65,1770.32,-1007.01,65.97,58,1966.25,1
,1793.68,-426.7,55.43,21,3359.22,1
60,1802.21,-1437.56,59.46,59,2471.24,1
300,1811.47,93.59,21.54,250,1978.33,1
350,1812.92,550.21,31.3,250,1814,1
200,1855.02,886.27,8.88,205,2097,1
500,1868.62,1495.19,28.79,450,2691.17,1
600,1948.86,-781.99,38.04,607,2000.07,1
,1963.96,6558.87,10.2,92,3062.68,1
1750,1970.41,273,33.38,,,1
2100,1976.85,-15.87,36.58,2225,2583.63,1
8000,1984.45,-990.56,15.29,8025,1909,1
8000,1989.49,-2900.87,25.22,8075,2814.24,1
5000,2020.85,19.65,82.33,5000,3011.67,1
550,2033.62,-356.72,6.48,,,1
2200,2047.07,-2410.64,20.84,,,1
600,2052.35,529.32,0.45,765,3594.59,1
820,2058.13,-553.27,4.95,893,2351.75,1
300,2061.06,-28.22,2.32,417,2221.86,1
75,2085.55,-550.26,66.54,70,2129.8,1
170,2091.87,2475.82,34.72,,,1
1100,2180.59,265.13,11.06,897,2686.49,1
550,2185.66,-504.99,26.72,700,2624.41,1
80,2248.76,1081.2,58.5,82,2308.92,1
1750,2284.84,-1917.65,35.79,,,1
,2295.6,1202.22,,,3159.47,1
400,2308.72,-2999.41,18.53,505,1086.12,1
400,2376.49,380.71,19.37,372,2605.5,1
750,2388.36,-11336.62,32.66,759,2577.88,1
350,2393.35,1368.21,19,350,2985.5,1
1925,2411.94,2553.39,3.45,,,1
3750,2437.17,815.95,91.44,1496,2515.83,1
,2456.29,6804.92,68.52,,2507.63,1
6000,2488.72,530.01,46.87,3076,3041.46,1
1250,2513.99,820.26,90.01,1163,2935.45,1
900,2525.67,4856.11,33.31,840,3157.8,1
1800,2556.46,1801.36,33.66,,,1
,2564.84,-4178.2,80.08,,2732.5,1
1250,2579.54,-6020.77,37.92,1067,6314.95,1
3000,2594.81,-838.56,44.63,3189,3089.49,1
4800,2656.45,-1705.4,23.35,4944,2839.18,1
1450,2698.46,-364.98,41.39,1250,4561.25,1
2000,2715.42,-403.32,65.54,2070,3275.32,1
400,2755.64,-1612.53,23.22,286,2768.09,1
150,2763.54,-2440.78,78.37,127,4060,1
150,2793.24,-14387.14,42.64,309,4447.41,1
500,2900.33,1223.17,34.8,500,5940.34,1
,3085.33,-2223.58,34.39,62,6511.85,1
9000,3092.1,-4066.66,48.18,8917,3354.97,1
90,3111.31,-1251.64,47.26,,4596,1
1000,3141.25,-1795.48,26.84,692,2392.58,1
500,3141.77,4381.5,28.62,750,4125.27,1
1250,3143.09,-7823.37,47.03,1250,3963.33,1
350,3213.08,1513.56,27.02,386,4192.96,1
3820,3287.62,1376.57,15.22,3576,4238.25,1
9000,3298.35,-1874.25,58.19,9111,3805.55,1
2500,3309.68,2660.87,6.2,1000,4175.35,1
1250,3337.66,-206.48,40.27,1294,6882.5,1
1000,3339.45,1386.68,16.94,1214,4251.66,1
3200,3387.97,-1704.77,14.81,3082,5058.5,1
,3456.87,-16070.69,33.46,92,5346.01,1
1000,3509.29,-475.35,17.52,1091,6402.21,1
3600,3569.11,4552.38,27.6,7497,13448.23,1
1250,3603.28,-1529.71,38.09,1286,5427.29,1
700,3628.26,-1463.58,43.42,687,4202.52,1
